launchId,flightCode,name,net,passengersTotal,passengersVerifiedManifest,passengersVerifiedLaunchDetail,payloadsTotal,payloadsVerifiedManifest,payloadsVerifiedLaunchDetail,officialSources,officialSourcesBroken,anomalies
ec4fc9eb-e660-4367-93b9-adc78fdae411,ns-36,New Shepard | NS-36,2025-10-08T13:40:27+00:00,6,6,6,0,0,0,0,0,
